depth,correction_c
0,0.05249558556052045
5,-0.09026484508067066
10,-0.04445110764354284
20,0.08714010426126978
30,0.3426764834856612
50,0.5282471083637976
75,0.6302030340429887
100,0.7041725942919431
125,0.6583601240590929
150,0.4477830241547699
200,0.07095663833847539
300,0.07196298174071591
500,-0.0007294230400756585
700,-0.1286429959938465
1000,-0.13544553099103102
